1003,夏侯惇,惇,20,20,20,20,20,20,TRUE,501003,4,TRUE,0,,1003,3,5,1,1,95,83,94,300|301|302|303,1003,0,5,2,3,2500,101 100 10,101 501003 15,曹魏的忠魂,1001,魏国的双雄,1047,马上的战神,1005,魏武的老将,1032,曹魏的儒将,2006,冲锋的白马,2001,NULL,-1,100301,100311,100321,100331,100341,0,0,0,0,0,10021 10061,,UITexture/card_list/scard1003,Card/card1003,UI/Texture/Character/NPC/NPC_1003,Audio/Warrior/1003S_01,Audio/Warrior/1003S_02,Audio/Warrior/1003S_03,Audio/Warrior/1003D_01,Audio/Warrior/1003D_02,Audio/Warrior/1003C,Audio/Warrior/1003S_01,独眼猛将，曾在战中拔箭食眼，令敌军胆寒,前排物理系[RED]爆炸输出[-],输出,13,1003,0,0
1004,郭嘉,郭,21,21,21,21,21,21,TRUE,501004,4,TRUE,0,,1004,3,7,1,1,71,98,90,300|301|302|303,1004,0,3,3,3,2500,101 100 10,101 501004 15,天命所忠,1001,并肩辅佐,1003,死生相继,1011,蜀之猛将,1041,红颜薄命,1007,你又怼我,2007,曹魏儒将,2006,100401,100411,100421,100431,100441,0,0,0,0,0,10021 10021 20021,,UITexture/card_list/scard1004,Card/card1004,UI/Texture/Character/NPC/NPC_1004,Audio/Warrior/1004S_01,Audio/Warrior/1004S_02,Audio/Warrior/1004S_03,Audio/Warrior/1004D_01,Audio/Warrior/1004D_02,Audio/Warrior/1004C,Audio/Warrior/1004S_01,曹操最为信任的谋士，才识卓著却英年早逝，以《十胜十败》流传于后世,前排[ORANGE]法系辅助[-],辅助,13,1004,0,0
1005,曹仁,曹,22,22,22,22,22,22,TRUE,501005,4,TRUE,0,,1005,3,9,1,1,91,69,93,300|301|302|303,1005,0,5,2,3,2500,101 100 10,101 501005 15,追随从兄,1001,魏武悍将,1047,据守樊城,1010,白马将军,2001,黄须儿,2010,NULL,-1,NULL,-1,100501,100511,100521,100531,100541,0,0,0,0,0,10041 10091,,UITexture/card_list/scard1005,Card/card1005,UI/Texture/Character/NPC/NPC_1005,Audio/Warrior/1005S_01,Audio/Warrior/1005S_02,Audio/Warrior/1005S_03,Audio/Warrior/1005D_01,Audio/Warrior/1005D_02,Audio/Warrior/1005C,Audio/Warrior/1005S_01,曹操从弟，历经战役无数，奉公执法，得号“忠”,能当[PINK]肉盾[-]，能当[RED]输出[-],肉盾,12,1005,0,0
1006,曹丕,丕,23,23,23,23,23,23,TRUE,501006,4,TRUE,0,,1006,3,11,1,1,80,80,91,300|301|302|303,1006,0,3,2,3,2500,101 100 10,101 501006 15,朝游高台观,1001,长戟十万队,1005,双飞翔北林,1007,眼中无故人,1002,烈烈北风凉,2005,方舟戏长水,2003,NULL,-1,100601,100611,100621,100631,100641,0,0,0,0,0,10051 10021 20031,,UITexture/card_list/scard1006,Card/card1006,UI/Texture/Character/NPC/NPC_1006,Audio/Warrior/1006S_01,Audio/Warrior/1006S_02,Audio/Warrior/1006S_03,Audio/Warrior/1006D_01,Audio/Warrior/1006D_02,Audio/Warrior/1006C,Audio/Warrior/1006S_01,曹操次子，曹魏开国皇帝。刚愎自用，数次伐吴失败,残局收割王，[ORANGE]物理系辅助[-],辅助,12,1006,0,0
1007,甄姬,甄,24,24,24,24,24,24,TRUE,501007,4,TRUE,0,,1007,2,12,1,2,66,94,87,200|201,1007,0,2,5,3,2500,101 100 10,101 501007 15,娥皇女英,1038,女神绝响,1062,身所属,1006,贤良德女,2030,聪明人,2003,NULL,-1,NULL,-1,100701,100711,100721,100731,100741,0,0,0,0,0,10051 10041 20031,,UITexture/card_list/scard1007,Card/card1007,UI/Texture/Character/NPC/NPC_1007,Audio/Warrior/1007S_01,Audio/Warrior/1007S_02,Audio/Warrior/1007S_03,Audio/Warrior/1007D_01,Audio/Warrior/1007D_02,Audio/Warrior/1007C,Audio/Warrior/1007S_01,姿貌绝伦，后改嫁曹丕，洛神赋中的女主角,后排[ORANGE]回血型辅助[-],辅助,12,1007,0,0
1008,刘备,刘,25,25,25,25,25,25,TRUE,501008,4,TRUE,0,,1008,1,6,2,1,85,83,96,100|101,1008,0,3,2,4,2500,101 100 10,101 501008 15,桃园结义,1010,白龙之主,1013,刁蛮郡主,1018,蜀相,1011,引荐之功,2013,白眉辅佐,2016,NULL,-1,100801,100811,100821,100831,100841,0,0,0,0,0,10011 10041,,UITexture/card_list/scard1008,Card/card1008,UI/Texture/Character/NPC/NPC_1008,Audio/Warrior/1008S_01,Audio/Warrior/1008S_02,Audio/Warrior/1008S_03,Audio/Warrior/1008D_01,Audio/Warrior/1008D_02,Audio/Warrior/1008C,Audio/Warrior/1008S_01,一生为匡复汉室而奔走，虽易感情用事，却是位不可多得的仁主,前排[GREEN]回血型[-][PINK]肉盾[-],核心,13,1008,0,0
1009,张飞,张,26,26,26,26,26,26,TRUE,501009,4,TRUE,0,,1009,1,9,2,1,99,68,85,100|101,1009,0,4,2,4,2500,101 100 10,101 501009 15,真龙吾兄,1008,要汝头盔否,1014,爱女,1035,爱子,2015,蜀将后继,2012,NULL,-1,NULL,-1,100901,100911,100921,100931,100941,0,0,0,0,0,10091 10091,,UITexture/card_list/scard1009,Card/card1009,UI/Texture/Character/NPC/NPC_1009,Audio/Warrior/1009S_01,Audio/Warrior/1009S_02,Audio/Warrior/1009S_03,Audio/Warrior/1009D_01,Audio/Warrior/1009D_02,Audio/Warrior/1009C,Audio/Warrior/1009S_01,五虎上将之一，鲁莽却不失勇武，以当阳桥上一声吼传名于后世,能够[RED]斩杀[-]低血量武将,输出,12,1009,0,0
1010,关羽,关,27,27,27,27,27,27,TRUE,501010,4,TRUE,0,,1010,1,5,2,1,98,85,91,100|101,1010,0,4,2,4,2500,101 100 10,101 501010 15,真龙吾兄,1008,桃园结义,1009,蜀汉精神,1050,刮骨之恩,1063,虎女,2017,追随者,2011,NULL,-1,101001,101011,101021,101031,101041,0,0,0,0,0,10011 10091,,UITexture/card_list/scard1010,Card/card1010,UI/Texture/Character/NPC/NPC_1010,Audio/Warrior/1010S_01,Audio/Warrior/1010S_02,Audio/Warrior/1010S_03,Audio/Warrior/1010D_01,Audio/Warrior/1010D_02,Audio/Warrior/1010C,Audio/Warrior/1010S_01,五虎上将之首，勇如一国，可敌万人，被后世尊为武圣,[RED]克制[-]所有兵种的[PINK]武圣[-],输出,13,1010,0,0
1011,诸葛亮,诸,28,28,28,28,28,28,TRUE,501011,4,TRUE,0,,1011,2,8,2,1,75,100,99,200|201,1011,0,2,5,3,2500,101 100 10,101 501011 15,三顾之恩,1008,一时亮瑜,1016,亦敌亦友,1010,黄毛丑妻,1012,敬服蜀相,1009,泣斩马谡,2019,引荐者,2013,101101,101111,101121,101131,101141,0,0,0,0,0,10041 10061,,UITexture/card_list/scard1011,Card/card1011,UI/Texture/Character/NPC/NPC_1011,Audio/Warrior/1011S_01,Audio/Warrior/1011S_02,Audio/Warrior/1011S_03,Audio/Warrior/1011D_01,Audio/Warrior/1011D_02,Audio/Warrior/1011C,Audio/Warrior/1011S_01,卧龙先生，运筹帷幄。周旋于三国乱世，为蜀汉鞠躬尽瘁,与[PINK]黄月英[-]搭配[BLUE]法术输出[-],输出,13,1011,0,0
1012,黄月英,黄,29,29,29,29,29,29,TRUE,501012,4,TRUE,0,,1012,2,12,2,2,65,90,85,200|201,1012,0,2,5,3,2500,101 100 10,101 501012 15,尽心辅佐,1011,白龙之勇,1013,主公大人,1008,黄家姐妹,2049,夸夸其谈,2019,NULL,-1,NULL,-1,101201,101211,101221,101231,101241,0,0,0,0,0,10081 10081 10061,,UITexture/card_list/scard1012,Card/card1012,UI/Texture/Character/NPC/NPC_1012,Audio/Warrior/1012S_01,Audio/Warrior/1012S_02,Audio/Warrior/1012S_03,Audio/Warrior/1012D_01,Audio/Warrior/1012D_02,Audio/Warrior/1012C,Audio/Warrior/1012S_01,诸葛亮之妻，多才多艺，擅长机关之术,爆发型法系[ORANGE]辅助[-],辅助,12,1012,0,0
1013,赵云,赵,30,30,30,30,30,30,TRUE,501013,4,TRUE,0,,1013,1,5,2,1,92,90,91,100|101,1013,0,3,2,5,2500,101 100 10,101 501013 15,忠心不二,1008,第一勇将？,1022,白龙与狮子,1014,长坂坡之怒,1009,蜀国老臣,2020,灭蜀之人,2009,NULL,-1,101301,101311,101321,101331,101341,0,0,0,0,0,10011 10061 20011,,UITexture/card_list/scard1013,Card/card1013,UI/Texture/Character/NPC/NPC_1013,Audio/Warrior/1013S_01,Audio/Warrior/1013S_02,Audio/Warrior/1013S_03,Audio/Warrior/1013D_01,Audio/Warrior/1013D_02,Audio/Warrior/1013C,Audio/Warrior/1013S_01,五虎上将之一，白马银枪俊儿郎，身经百战未尝败,血量越低，伤害越高的[RED]输出[-],输出,13,1013,0,0
1014,马超,马,31,31,31,31,31,31,TRUE,501014,4,TRUE,0,,1014,3,5,2,1,98,82,85,300|301|302|303,1014,0,5,2,3,2500,101 100 10,101 501014 15,蜀之皇帝,1008,蜀汉老将,1045,要汝头巾否,1009,马氏兄妹,1040,西凉同乡,2001,蜀国老臣,2020,NULL,-1,101401,101411,101421,101431,101441,0,0,0,0,0,10021 10041,,UITexture/card_list/scard1014,Card/card1014,UI/Texture/Character/NPC/NPC_1014,Audio/Warrior/1014S_01,Audio/Warrior/1014S_02,Audio/Warrior/1014S_03,Audio/Warrior/1014D_01,Audio/Warrior/1014D_02,Audio/Warrior/1014C,Audio/Warrior/1014S_01,神威天将军，杀得曹操割须弃袍，后归附刘备，镇守西平关,[PINK]法师杀手[-]，战法型[RED]输出[-],输出,13,1014,0,0
1015,孙权,孙,32,32,32,32,32,32,TRUE,501015,4,TRUE,0,,1015,2,7,3,1,78,95,98,200|201,1015,0,3,4,3,2500,101 100 10,101 501015 15,霸王吾兄,1017,都督一代目,1016,联姻西蜀,1018,征吴之敌,1002,爱妻,2030,老臣,2021,NULL,-1,101501,101511,101521,101531,101541,0,0,0,0,0,10041 20031 20021,,UITexture/card_list/scard1015,Card/card1015,UI/Texture/Character/NPC/NPC_1015,Audio/Warrior/1015S_01,Audio/Warrior/1015S_02,Audio/Warrior/1015S_03,Audio/Warrior/1015D_01,Audio/Warrior/1015D_02,Audio/Warrior/1015C,Audio/Warrior/1015S_01,继承父兄之业，雄踞江东，建立孙吴王朝,吴国[ORANGE]后排辅助[-],核心,13,1015,0,0
1016,周瑜,周,33,33,33,33,33,33,TRUE,501016,4,TRUE,0,,1016,2,8,3,1,80,98,97,200|201,1016,0,3,5,3,2500,101 100 10,101 501016 15,霸王与琴音,1017,吴之皇帝,1015,天香之姿,1056,一时瑜亮,1011,推荐二张,2021,推荐之功,2022,NULL,-1,101601,101611,101621,101631,101641,0,0,0,0,0,10031 10041 20031,,UITexture/card_list/scard1016,Card/card1016,UI/Texture/Character/NPC/NPC_1016,Audio/Warrior/1016S_01,Audio/Warrior/1016S_02,Audio/Warrior/1016S_03,Audio/Warrior/1016D_01,Audio/Warrior/1016D_02,Audio/Warrior/1016C,Audio/Warrior/1016S_01,东吴智谋担当，不逊于诸葛亮。通晓曲艺词赋，为当世风流才子,克制聚堆阵型的[RED]输出[-],输出,13,1016,0,0
1017,孙策,孙,34,34,34,34,34,34,TRUE,501017,4,TRUE,0,,1017,1,5,3,1,98,77,92,100|101,1017,0,4,2,4,2500,101 100 10,101 501017 15,霸王与琴音,1016,东吴之盾,1043,江东绝色,1055,东吴明珠,1018,酣战挚交,1020,好助手,2029,NULL,-1,101701,101711,101721,101731,101741,0,0,0,0,0,10011 10051 10091,,UITexture/card_list/scard1017,Card/card1017,UI/Texture/Character/NPC/NPC_1017,Audio/Warrior/1017S_01,Audio/Warrior/1017S_02,Audio/Warrior/1017S_03,Audio/Warrior/1017D_01,Audio/Warrior/1017D_02,Audio/Warrior/1017C,Audio/Warrior/1017S_01,江东小霸王，十余年间建立大业，开创孙吴政权,前排物理系[RED]爆炸输出[-],输出,13,1017,0,0
1018,孙尚香,香,35,35,35,35,35,35,TRUE,501018,4,TRUE,0,,1018,2,9,3,2,82,84,88,200|201,1018,0,4,3,3,2500,101 100 10,101 501018 15,霸王吾兄,1017,夫君出去,1008,嫂嫂真美,2030,不跟你回去,2024,吴国老将,2028,NULL,-1,NULL,-1,101801,101811,101821,101831,101841,0,0,0,0,0,10081 10051,,UITexture/card_list/scard1018,Card/card1018,UI/Texture/Character/NPC/NPC_1018,Audio/Warrior/1018S_01,Audio/Warrior/1018S_02,Audio/Warrior/1018S_03,Audio/Warrior/1018D_01,Audio/Warrior/1018D_02,Audio/Warrior/1018C,Audio/Warrior/1018S_01,孙权之妹，后入嫁蜀国，人称“弓腰姬”，身负不凡武艺,后排物理系弓兵型[RED]输出[-],辅助,12,1018,0,0
1019,陆逊,陆,36,36,36,36,36,36,TRUE,501019,4,TRUE,0,,1019,2,12,3,1,75,95,95,200|201,1019,0,3,4,3,2500,101 100 10,101 501019 15,吴之皇帝,1015,都督三代目,1021,江东霸王,1017,射手,2025,次子,2023,NULL,-1,NULL,-1,101901,101911,101921,101931,101941,0,0,0,0,0,10021 20031 20031,,UITexture/card_list/scard1019,Card/card1019,UI/Texture/Character/NPC/NPC_1019,Audio/Warrior/1019S_01,Audio/Warrior/1019S_02,Audio/Warrior/1019S_03,Audio/Warrior/1019D_01,Audio/Warrior/1019D_02,Audio/Warrior/1019C,Audio/Warrior/1019S_01,周瑜之后东吴第一策士，火烧连营一战成名，拜为上将军,火焰溅射型[BLUE]法系输出[-],输出,12,1019,0,0
1020,太史慈,太,37,37,37,37,37,37,TRUE,501020,4,TRUE,0,,1020,2,5,3,1,96,89,90,200|201,1020,0,4,3,3,2500,101 100 10,101 501020 15,霸王,1017,吴之皇帝,1015,万箭穿心,1047,一左一右,1016,射手,2025,擒获武神,2024,NULL,-1,102001,102011,102021,102031,102041,0,0,0,0,0,10011 10021 20011,,UITexture/card_list/scard1020,Card/card1020,UI/Texture/Character/NPC/NPC_1020,Audio/Warrior/1020S_01,Audio/Warrior/1020S_02,Audio/Warrior/1020S_03,Audio/Warrior/1020D_01,Audio/Warrior/1020D_02,Audio/Warrior/1020C,Audio/Warrior/1020S_01,东吴神射手，以笃烈信义著称，跟随孙策屡立战功,攻击单个目标，[RED]伤害[-]爆炸,输出,13,1020,0,0
1021,吕蒙,蒙,38,38,38,38,38,38,TRUE,501021,4,TRUE,0,,1021,2,9,3,1,88,91,96,200|201,1021,0,4,3,3,2500,101 100 10,101 501021 15,吴之皇帝,1015,都督一代目,1016,击败武神,1010,射手,2025,擒获武神,2024,NULL,-1,NULL,-1,102101,102111,102121,102131,102141,0,0,0,0,0,10081 20031 20011,,UITexture/card_list/scard1021,Card/card1021,UI/Texture/Character/NPC/NPC_1021,Audio/Warrior/1021S_01,Audio/Warrior/1021S_02,Audio/Warrior/1021S_03,Audio/Warrior/1021D_01,Audio/Warrior/1021D_02,Audio/Warrior/1021C,Audio/Warrior/1021S_01,少年从军，累立战功，曾发奋学习，流传吴下阿蒙之轶事,能指挥弓兵齐射的[ORANGE]辅助[-],辅助,12,1021,0,0
1022,吕布,吕,39,39,39,39,39,39,TRUE,501022,4,TRUE,0,,1022,3,5,4,1,100,65,90,300|301|302|303,1022,0,5,2,3,2500,101 100 10,101 501022 15,你是白龙？,1013,义父,1023,旧部下,1047,英雄美人,1024,西凉莽夫,2033,弱者,2039,NULL,-1,102201,102211,102221,102231,102241,0,0,0,0,0,10011 10091,,UITexture/card_list/scard1022,Card/card1022,UI/Texture/Character/NPC/NPC_1022,Audio/Warrior/1022S_01,Audio/Warrior/1022S_02,Audio/Warrior/1022S_03,Audio/Warrior/1022D_01,Audio/Warrior/1022D_02,Audio/Warrior/1022C,Audio/Warrior/1022S_01,三国第一猛将，为人反复无常，武艺有余而智谋不足,爆发性[RED]物理输出[-],核心,13,1022,0,0
1023,董卓,董,40,40,40,40,40,40,TRUE,501023,4,TRUE,0,,1023,3,6,4,1,88,75,90,300|301|302|303,1023,0,4,2,4,2500,101 100 10,101 501023 15,吾儿奉先,1022,刺杀者,1001,臭农民,1025,美人儿,1024,西凉悍将,2032,西凉猛将,2033,NULL,-1,102301,102311,102321,102331,102341,0,0,0,0,0,10051,,UITexture/card_list/scard1023,Card/card1023,UI/Texture/Character/NPC/NPC_1023,Audio/Warrior/1023S_01,Audio/Warrior/1023S_02,Audio/Warrior/1023S_03,Audio/Warrior/1023D_01,Audio/Warrior/1023D_02,Audio/Warrior/1023C,Audio/Warrior/1023S_01,东汉末年篡夺朝政的暴君，最终被王允设计诛杀,首次死亡能[GREEN]回血[-]的[PINK]肉盾[-],肉盾,13,1023,0,0
1024,貂蝉,貂,41,41,41,41,41,41,TRUE,501024,4,TRUE,0,,1024,2,8,4,2,81,92,97,200|201,1024,0,2,4,3,2500,101 100 10,101 501024 15,献身,1023,莫说无情,1022,心系武神,1010,惯坏了,2042,西凉莽夫,2033,西凉蛮子,2034,NULL,-1,102401,102411,102421,102431,102441,0,0,0,0,0,10041 10021,,UITexture/card_list/scard1024,Card/card1024,UI/Texture/Character/NPC/NPC_1024,Audio/Warrior/1024S_01,Audio/Warrior/1024S_02,Audio/Warrior/1024S_03,Audio/Warrior/1024D_01,Audio/Warrior/1024D_02,Audio/Warrior/1024C,Audio/Warrior/1024S_01,古代四大美人之一，有闭月之貌，引得董卓与吕布自相残杀,弱化型[RED]辅助[-],辅助,13,1024,0,0
1025,张角,张,42,42,42,42,42,42,TRUE,501025,4,TRUE,0,,1025,2,8,4,1,70,86,90,200|201,1025,0,2,4,3,2500,101 100 10,101 501025 15,当世枭雄,1001,篡汉之心,1061,神棍联盟,1028,地宫将军,2037,人宫将军,2038,NULL,-1,NULL,-1,102501,102511,102521,102531,102541,0,0,0,0,0,10041 10051 20031,,UITexture/card_list/scard1025,Card/card1025,UI/Texture/Character/NPC/NPC_1025,Audio/Warrior/1025S_01,Audio/Warrior/1025S_02,Audio/Warrior/1025S_03,Audio/Warrior/1025D_01,Audio/Warrior/1025D_02,Audio/Warrior/1025C,Audio/Warrior/1025S_01,黄巾首领，创立太平道，蛊惑民众为祸一方,后排闪电法术[RED]输出[-],输出,13,1025,0,0
1026,文丑,文,43,43,43,43,43,43,TRUE,501026,4,TRUE,0,,1026,1,9,4,1,94,66,95,100|101,1026,0,4,2,4,2500,101 100 10,101 501026 15,河北名将,1027,武神,1010,名门之主,1058,反黄巾首领,2036,炮灰联盟,2031,NULL,-1,NULL,-1,102601,102611,102621,102631,102641,0,0,0,0,0,10011 20011 20021,,UITexture/card_list/scard1026,Card/card1026,UI/Texture/Character/NPC/NPC_1026,Audio/Warrior/1026S_01,Audio/Warrior/1026S_02,Audio/Warrior/1026S_03,Audio/Warrior/1026D_01,Audio/Warrior/1026D_02,Audio/Warrior/1026C,Audio/Warrior/1026S_01,袁绍麾下大将，与颜良齐名，与赵云大战数十回合不分胜负,牺牲血量换来爆炸[RED]输出[-],输出,12,1026,0,0
1027,颜良,颜,44,44,44,44,44,44,TRUE,501027,4,TRUE,0,,1027,1,9,4,1,93,68,94,100|101,1027,0,4,2,4,2500,101 100 10,101 501027 15,河北名将,1026,武神,1010,名门之主,1058,反黄巾首领,2036,炮灰联盟,2031,NULL,-1,NULL,-1,102701,102711,102721,102731,102741,0,0,0,0,0,10051 20011,,UITexture/card_list/scard1027,Card/card1027,UI/Texture/Character/NPC/NPC_1027,Audio/Warrior/1027S_01,Audio/Warrior/1027S_02,Audio/Warrior/1027S_03,Audio/Warrior/1027D_01,Audio/Warrior/1027D_02,Audio/Warrior/1027C,Audio/Warrior/1027S_01,袁绍麾下猛将，力战徐晃，终被关羽斩于马下,牺牲血量换来爆炸[YELLOW]属性[-],输出,12,1027,0,0
1028,左慈,左,45,45,45,45,45,45,TRUE,501028,4,TRUE,0,,1028,2,12,4,1,88,88,88,200|201,1028,0,3,4,3,2500,101 100 10,101 501028 15,未来之主,1008,江东霸王,1017,未来之皇,1001,乱武的棋子,2033,乱武的棋子,2034,NULL,-1,NULL,-1,102801,102811,102821,102831,102841,0,0,0,0,0,10051,,UITexture/card_list/scard1028,Card/card1028,UI/Texture/Character/NPC/NPC_1028,Audio/Warrior/1028S_01,Audio/Warrior/1028S_02,Audio/Warrior/1028S_03,Audio/Warrior/1028D_01,Audio/Warrior/1028D_02,Audio/Warrior/1028C,Audio/Warrior/1028S_01,道号乌角先生，以方术闻名当世，役使鬼神，好戏弄诸侯,后排召唤型[BLUE]法师[-],召唤,12,1028,0,0
1029,荀彧,荀,46,46,46,46,46,46,TRUE,501029,4,TRUE,0,,1029,2,12,1,1,76,95,88,200|201,1029,0,2,2,2,2500,101 100 10,101 501029 15,君臣之义,1001,魏国栋梁,1005,心系汉,1010,举荐人才,2007,斗智两岸,2043,NULL,-1,NULL,-1,102901,102911,102921,102931,102941,0,0,0,0,0,10031 10041,,UITexture/card_list/scard1029,Card/card1029,UI/Texture/Character/NPC/NPC_1029,Audio/Warrior/1029S_01,Audio/Warrior/1029S_02,Audio/Warrior/1029S_03,Audio/Warrior/1029D_01,Audio/Warrior/1029D_02,Audio/Warrior/1029C,Audio/Warrior/1029S_01,协助曹操统一北方的首席谋臣，举荐众多人才，被敬称为“荀令君”,克制蜀国的[ORANGE]弱化辅助[-],辅助,12,1029,0,0
1030,吕姬,吕,47,47,47,47,47,47,TRUE,501030,4,TRUE,0,,1030,3,9,4,2,93,70,95,300|301|302|303,1030,0,3,4,3,2500,101 100 10,101 501030 15,无双之女,1022,西凉之主,1023,女中烈焰,1031,西凉双将,2033,西凉双将,2034,NULL,-1,NULL,-1,103001,103011,103021,103031,103041,0,0,0,0,0,10011 10091,,UITexture/card_list/scard1030,Card/card1030,UI/Texture/Character/NPC/NPC_1030,Audio/Warrior/WM_1101S,Audio/Warrior/WM_1102S,Audio/Warrior/WM_1103S,Audio/Warrior/WM_1101D,Audio/Warrior/WM_1102D,Audio/Warrior/109C_07,Audio/Warrior/109C_07,吕布之女，作为筹码嫁给袁术之子，但被曹操阻拦,爆发性[RED]物理输出[-],输出,12,1030,0,0
1031,祝融,祝,48,48,48,48,48,48,TRUE,501031,4,TRUE,0,,1031,1,9,4,2,85,72,90,100|101,1031,0,3,4,3,2500,101 100 10,101 501031 15,阵前活捉,1013,阵前挑衅,1041,南蛮夫妻,1060,强悍的妻子,2004,诱敌设伏,2020,NULL,-1,NULL,-1,103101,103111,103121,103131,103141,0,0,0,0,0,10021 10061,,UITexture/card_list/scard1031,Card/card1031,UI/Texture/Character/NPC/NPC_1031,Audio/Warrior/1031S_01,Audio/Warrior/1031S_02,Audio/Warrior/1031S_03,Audio/Warrior/1031D_01,Audio/Warrior/1031D_02,Audio/Warrior/1031C,Audio/Warrior/1031S_01,孟获之妻，善使飞刀，在诸葛亮七擒七纵之后归附蜀汉,克制回血，[RED]物理输出[-],输出,12,1031,0,0
1032,张郃,郃,49,49,49,49,49,49,TRUE,501032,4,TRUE,0,,1032,3,9,1,1,86,73,89,300|301|302|303,1032,0,2,2,2,2500,101 100 10,101 501032 15,魏之明主,1001,五子良将,1047,旧主,1058,阵前败将,2019,大破敌军,2036,NULL,-1,NULL,-1,103201,103211,103221,103231,103241,0,0,0,0,0,10061,,UITexture/card_list/scard1032,Card/card1032,UI/Texture/Character/NPC/NPC_1032,Audio/Warrior/1032S_01,Audio/Warrior/1032S_02,Audio/Warrior/1032S_03,Audio/Warrior/1032D_01,Audio/Warrior/1032D_02,Audio/Warrior/1032C,Audio/Warrior/1032S_01,五子良将之一，官渡之后归降曹操，在与蜀汉战争中立下汗马功劳,骑兵[ORANGE]辅助[-]，暴击型[RED]输出[-],辅助,12,1032,0,0
1033,庞统,庞,50,50,50,50,50,50,TRUE,501033,4,TRUE,0,,1033,2,12,2,1,72,97,83,200|201,1033,0,3,4,3,2500,101 100 10,101 501033 15,龙凤佑蜀,1008,蜀中大将,1009,送丧之途,1016,蜀汉之将,2020,知遇之恩,2013,NULL,-1,NULL,-1,103301,103311,103321,103331,103341,0,0,0,0,0,10081 10081 10081,,UITexture/card_list/scard1033,Card/card1033,UI/Texture/Character/NPC/NPC_1033,Audio/Warrior/1033S_01,Audio/Warrior/1033S_02,Audio/Warrior/1033S_03,Audio/Warrior/1033D_01,Audio/Warrior/1033D_02,Audio/Warrior/1033S_01,Audio/Warrior/1033S_01,与诸葛亮齐名的谋士，人称“凤雏”，曾为刘备献出上中下三计,后排冰系法术[RED]输出[-],输出,12,1033,0,0
1034,徐晃,晃,51,51,51,51,51,51,TRUE,501034,4,TRUE,0,,1034,1,10,1,1,82,74,94,100|101,1034,0,2,3,4,2500,101 100 10,101 501034 15,援军来到,1005,魏之新主,1006,五子良将,1032,支援樊城,2001,共围南郡,2002,NULL,-1,NULL,-1,103401,103411,103421,103431,103441,0,0,0,0,0,10031 20031,,UITexture/card_list/scard1034,Card/card1034,UI/Texture/Character/NPC/NPC_1034,Audio/Warrior/3010S_01,Audio/Warrior/3010S_02,Audio/Warrior/3010S_03,Audio/Warrior/3010D_01,Audio/Warrior/3010D_02,Audio/Warrior/1037C,Audio/Warrior/1037S_01,曹操手下五子良将之一，参与过官渡、赤壁、关中征伐、汉中征伐等重大战役，战功卓著，被曹操称赞“有周亚夫之风”。,[YELLOW]护盾型[-]肉盾,肉盾,12,1034,0,0
1035,张星彩,张,52,52,52,52,52,52,TRUE,501035,4,TRUE,0,,1035,1,9,2,2,85,71,89,100|101,1035,0,3,4,3,2500,101 100 10,101 501035 15,伟大的父亲,1009,崇敬的武圣,1010,效忠蜀汉,1008,长兄,2015,蜀汉小姐妹,2017,NULL,-1,NULL,-1,103501,103511,103521,103531,103541,0,0,0,0,0,10041,,UITexture/card_list/scard1035,Card/card1035,UI/Texture/Character/NPC/NPC_1035,Audio/Warrior/1035S_01,Audio/Warrior/1035S_02,Audio/Warrior/1035S_03,Audio/Warrior/1035D_01,Audio/Warrior/1035D_02,Audio/Warrior/1035C,Audio/Warrior/1035S_01,张飞之女，继承了勇武的血脉，却也不乏冷静谨慎,自杀型物理[ORANGE]辅助[-],辅助,12,1035,0,0
1036,许褚,许,53,53,53,53,53,53,TRUE,501036,4,TRUE,0,,1036,1,9,1,1,97,65,85,100|101,1036,0,2,2,2,2500,101 100 10,101 501036 15,全心守卫,1001,点拨之恩,1029,魏之猛将,1003,裸衣相斗,1014,NULL,-1,NULL,-1,NULL,-1,103601,103611,103621,103631,103641,0,0,0,0,0,10051 10021,,UITexture/card_list/scard1036,Card/card1036,UI/Texture/Character/NPC/NPC_1036,Audio/Warrior/1036S_01,Audio/Warrior/1036S_02,Audio/Warrior/1036S_03,Audio/Warrior/1036D_01,Audio/Warrior/1036D_02,Audio/Warrior/1036C,Audio/Warrior/1036S_01,曹操近卫，数次救驾立功，因吓退马超被称为“虎痴”,[RED]保镖队[-]大队长,输出,12,1036,0,0
1037,典韦,典,54,54,54,54,54,54,TRUE,501037,4,TRUE,0,,1037,1,5,1,1,96,70,83,100|101,1037,0,2,2,2,2500,101 100 10,101 501037 15,宛城忠魂,1001,接班人,1036,呜呼哀哉,1004,魏之贤后,1048,偶像力量,2044,NULL,-1,NULL,-1,103701,103711,103721,103731,103741,0,0,0,0,0,10071,,UITexture/card_list/scard1037,Card/card1037,UI/Texture/Character/NPC/NPC_1037,Audio/Warrior/1037S_01,Audio/Warrior/1037S_02,Audio/Warrior/1037S_03,Audio/Warrior/1037D_01,Audio/Warrior/1037D_02,Audio/Warrior/1037C,Audio/Warrior/1037S_01,镇守中军帐，勇武过人，被曹操赞为“古之恶来”,单挑之王，物理[RED]输出[-],输出,13,1037,0,0
